cc_skill_code,code_desc,video_link,Video id,published_at,video_title,video_desc,channel_title,Label
7.G.B.5,"Use facts about supplementary, complementary, vertical, and adjacent angles in a multi-step problem to write and solve simple equations for an unknown angle in a figure.",https://www.youtube.com/watch?v=9JE8GeZA78s,9JE8GeZA78s,2019-07-16T23:06:32.000Z,Basic Algebra with Angles,7.G.B.5 from Common Core Curriculum. 7th Grade Geometry combining vocabulary with some 2 step algebraic equations. This was filmed with the Camera Tool ...,Michael Taylor,Yes
7.G.B.5,"Use facts about supplementary, complementary, vertical, and adjacent angles in a multi-step problem to write and solve simple equations for an unknown angle in a figure.",https://www.youtube.com/watch?v=efsoTjgOIf4,efsoTjgOIf4,2015-12-18T19:36:32.000Z,Vertical Angles,Learn about vertical angles in this video lesson. Common Core State Standards CCSS.Math.Content.7.G.B.5. Visit Help Teaching's math lesson playlist to view ...,Help Teaching,Yes
7.G.B.6,"Solve real-world and mathematical problems involving area, volume and surface area of two- and three-dimensional objects composed of triangles, quadrilaterals, polygons, cubes, and right prisms.",https://www.youtube.com/watch?v=gjJAXY_g-dA,gjJAXY_g-dA,2019-11-25T20:05:44.000Z,Geometry - Area of a Triangle Example 11 - 7.g.b.6,Geometry - Area of a Triangle Example 11 - 7.g.b.6.,adamsmathtube,Yes
7.G.B.6,"Solve real-world and mathematical problems involving area, volume and surface area of two- and three-dimensional objects composed of triangles, quadrilaterals, polygons, cubes, and right prisms.",https://www.youtube.com/watch?v=zce6RScG2_k,zce6RScG2_k,2019-11-25T17:05:54.000Z,Geometry - Calculating the Area of a Rectangle 7.g.b.6,"Here in this tutorial, Tom Adams explains how to find the area of a rectangle. 7.g.b.6.",adamsmathtube,Yes
7.G.B.6,"Solve real-world and mathematical problems involving area, volume and surface area of two- and three-dimensional objects composed of triangles, quadrilaterals, polygons, cubes, and right prisms.",https://www.youtube.com/watch?v=Sx15ZqQPnHE,Sx15ZqQPnHE,2019-11-25T17:01:43.000Z,Geometry - Calculating the Area of a Parallelogram Example 2 7.G.B.6,"Here in this tutorial, Tom Adams explains how to calculate the area of a parallelogram. 7.g.b.4.",adamsmathtube,Yes
7.G.B.6,"Solve real-world and mathematical problems involving area, volume and surface area of two- and three-dimensional objects composed of triangles, quadrilaterals, polygons, cubes, and right prisms.",https://www.youtube.com/watch?v=WOf2Kf0kNU8,WOf2Kf0kNU8,2019-11-25T17:49:30.000Z,Geometry - Calculating the Area of a Trapezoid - 7.g.b.6,"Here in this tutorial, Tom Adams explains how to calculate the area of a trapezoid. 7.g.b.6.",adamsmathtube,Yes
7.G.B.6,"Solve real-world and mathematical problems involving area, volume and surface area of two- and three-dimensional objects composed of triangles, quadrilaterals, polygons, cubes, and right prisms.",https://www.youtube.com/watch?v=O7YPymhfQec,O7YPymhfQec,2019-11-25T17:42:16.000Z,Geometry - Area of a Square - 7.g.b.6,"Here in this tutorial, Tom Adams explains how to find the area of a square. 7.g.b.6.",adamsmathtube,Yes
7.SP.A.1,Understand that statistics can be used to gain information about a population by examining a sample of the population; generalizations about a population from a sample are valid only if the sample is representative of that population. Understand that random sampling tends to produce representative samples and support valid inferences.,https://www.youtube.com/watch?v=HNEDBQYN0wE,HNEDBQYN0wE,2017-01-02T23:25:17.000Z,Understanding Random Sampling (7.SP.1),,School 21,Yes
7.SP.A.1,Understand that statistics can be used to gain information about a population by examining a sample of the population; generalizations about a population from a sample are valid only if the sample is representative of that population. Understand that random sampling tends to produce representative samples and support valid inferences.,https://www.youtube.com/watch?v=acfjqWTwee0,acfjqWTwee0,2016-11-10T01:23:52.000Z,Techniques for generating a simple random sample | Study design | AP Statistics | Khan Academy,Techniques for generating a simple random sample. View more lessons or practice this subject at ...,Khan Academy,Not Revelant
7.SP.A.1,Understand that statistics can be used to gain information about a population by examining a sample of the population; generalizations about a population from a sample are valid only if the sample is representative of that population. Understand that random sampling tends to produce representative samples and support valid inferences.,https://www.youtube.com/watch?v=VPM84_yfx5Q,VPM84_yfx5Q,2016-11-04T18:20:36.000Z,Identifying a sample and population | Study design | AP Statistics | Khan Academy,Identifying a sample and population. View more lessons or practice this subject at ...,Khan Academy,Not Revelant
7.SP.A.1,Understand that statistics can be used to gain information about a population by examining a sample of the population; generalizations about a population from a sample are valid only if the sample is representative of that population. Understand that random sampling tends to produce representative samples and support valid inferences.,https://www.youtube.com/watch?v=jTb8NIxRRBc,jTb8NIxRRBc,2014-07-19T03:59:27.000Z,Sampling (statistics),"In statistics, quality assurance, & survey methodology, sampling is concerned with the selection of a subset of individuals from within a statistical population to ...",Audiopedia,Not Revelant
7.SP.A.1,Understand that statistics can be used to gain information about a population by examining a sample of the population; generalizations about a population from a sample are valid only if the sample is representative of that population. Understand that random sampling tends to produce representative samples and support valid inferences.,https://www.youtube.com/watch?v=Etp6km1JQi8,Etp6km1JQi8,2013-09-14T15:52:50.000Z,Simple Random Sampling | ExamSolutions,YOUTUBE CHANNEL at https://www.youtube.com/ExamSolutions EXAMSOLUTIONS WEBSITE at https://www.examsolutions.net/ where you will have access to ...,ExamSolutions,Not Revelant
7.SP.A.2,"Use data from a random sample to draw inferences about a population with an unknown characteristic of interest. Generate multiple samples (or simulated samples) of the same size to gauge the variation in estimates or predictions. For example, estimate the mean word length in a book by randomly sampling words from the book; predict the winner of a school election based on randomly sampled survey data. Gauge how far off the estimate or prediction might be.",https://www.youtube.com/watch?v=M8St8moqFq4,M8St8moqFq4,2015-01-26T19:26:59.000Z,[7.SP.2-1.0] Using Random Samples - Common Core Standard,Discover more Common Core Math at https://www.frontrowed.com Use data from a random sample to draw inferences about a population with an unknown ...,Freckle Education,Yes
7.SP.A.2,"Use data from a random sample to draw inferences about a population with an unknown characteristic of interest. Generate multiple samples (or simulated samples) of the same size to gauge the variation in estimates or predictions. For example, estimate the mean word length in a book by randomly sampling words from the book; predict the winner of a school election based on randomly sampled survey data. Gauge how far off the estimate or prediction might be.",https://www.youtube.com/watch?v=0KOT3mAtiNU,0KOT3mAtiNU,2015-05-05T13:58:34.000Z,CCSS 7.SP.2 - video 1 - Using Data to Draw Inferences,CCSS 7.SP.2 - video 1 - Using Data to Draw Inferences.,Robert Wirtz,Yes
7.SP.A.2,"Use data from a random sample to draw inferences about a population with an unknown characteristic of interest. Generate multiple samples (or simulated samples) of the same size to gauge the variation in estimates or predictions. For example, estimate the mean word length in a book by randomly sampling words from the book; predict the winner of a school election based on randomly sampled survey data. Gauge how far off the estimate or prediction might be.",https://www.youtube.com/watch?v=zHYDdT1pPIY,zHYDdT1pPIY,2014-02-21T19:09:00.000Z,Random sampling warmup,Use data from a random sample to draw inferences about a population with an unknown characteristic of interest. CC standard: 3.NBT.A.2.,Khan Academy Labs,Yes
7.SP.A.2,"Use data from a random sample to draw inferences about a population with an unknown characteristic of interest. Generate multiple samples (or simulated samples) of the same size to gauge the variation in estimates or predictions. For example, estimate the mean word length in a book by randomly sampling words from the book; predict the winner of a school election based on randomly sampled survey data. Gauge how far off the estimate or prediction might be.",https://www.youtube.com/watch?v=PqGc817jz3o,PqGc817jz3o,2017-01-02T23:25:17.000Z,Random Samples 1 (7.SP.2),,School 21,Yes
7.SP.A.2,"Use data from a random sample to draw inferences about a population with an unknown characteristic of interest. Generate multiple samples (or simulated samples) of the same size to gauge the variation in estimates or predictions. For example, estimate the mean word length in a book by randomly sampling words from the book; predict the winner of a school election based on randomly sampled survey data. Gauge how far off the estimate or prediction might be.",https://www.youtube.com/watch?v=nK9Uf-7ijlk,nK9Uf-7ijlk,2017-10-06T19:26:46.000Z,Predicting and Inferring Data Samples (7.SP.2),"This lesson describes how to make predictions and conclusion about samples of data. For more videos and instructional resources, visit TenMarks.com.",TenMarks Amazon,Yes
7.SP.B.3,"Informally assess the degree of visual overlap of two numerical data distributions with similar variabilities, measuring the difference between the centers by expressing it as a multiple of a measure of variability. For example, the mean height of players on the basketball team is 10 cm greater than the mean height of players on the soccer team, about twice the variability (mean absolute deviation) on either team; on a dot plot, the separation between the two distributions of heights is noticeable.",https://www.youtube.com/watch?v=1tz2bTKTWPg,1tz2bTKTWPg,2015-01-26T19:26:00.000Z,[7.SP.3-2.0] Assessing Data Overlap - Common Core Standard,Discover more Common Core Math at https://www.frontrowed.com Measure the difference between the centers of two numerical data distributions with similar ...,Freckle Education,Not Relevant
7.SP.B.3,"Informally assess the degree of visual overlap of two numerical data distributions with similar variabilities, measuring the difference between the centers by expressing it as a multiple of a measure of variability. For example, the mean height of players on the basketball team is 10 cm greater than the mean height of players on the soccer team, about twice the variability (mean absolute deviation) on either team; on a dot plot, the separation between the two distributions of heights is noticeable.",https://www.youtube.com/watch?v=7KnncF6Eomg,7KnncF6Eomg,2015-01-26T19:25:59.000Z,[7.SP.3-2.5] Assessing Data Overlap - Common Core Standard,"Discover more Common Core Math at https://www.frontrowed.com Students can identify the upper quartile Front Row is a free, adaptive, Common Core aligned ...",Freckle Education,Not Relevant
7.SP.B.3,"Informally assess the degree of visual overlap of two numerical data distributions with similar variabilities, measuring the difference between the centers by expressing it as a multiple of a measure of variability. For example, the mean height of players on the basketball team is 10 cm greater than the mean height of players on the soccer team, about twice the variability (mean absolute deviation) on either team; on a dot plot, the separation between the two distributions of heights is noticeable.",https://www.youtube.com/watch?v=hhjOTt9EYyw,hhjOTt9EYyw,2015-01-26T19:26:21.000Z,[7.SP.3-1.0] Assessing Data Overlap - Common Core Standard,Discover more Common Core Math at https://www.frontrowed.com Informally assess the degree of visual overlap of two numerical data distributions with similar ...,Freckle Education,Yes
7.SP.B.3,"Informally assess the degree of visual overlap of two numerical data distributions with similar variabilities, measuring the difference between the centers by expressing it as a multiple of a measure of variability. For example, the mean height of players on the basketball team is 10 cm greater than the mean height of players on the soccer team, about twice the variability (mean absolute deviation) on either team; on a dot plot, the separation between the two distributions of heights is noticeable.",https://www.youtube.com/watch?v=6x5FYrntm4Y,6x5FYrntm4Y,2015-01-26T19:25:23.000Z,[7.SP.3-1.2] Assessing Data Overlap - Common Core Standard,Discover more Common Core Math at https://www.frontrowed.com Students can identify visual overlap between two numerical data distributions Front Row is a ...,Freckle Education,Yes
7.SP.B.3,"Informally assess the degree of visual overlap of two numerical data distributions with similar variabilities, measuring the difference between the centers by expressing it as a multiple of a measure of variability. For example, the mean height of players on the basketball team is 10 cm greater than the mean height of players on the soccer team, about twice the variability (mean absolute deviation) on either team; on a dot plot, the separation between the two distributions of heights is noticeable.",https://www.youtube.com/watch?v=GbQcH5Zx9lE,GbQcH5Zx9lE,2015-05-18T14:50:07.000Z,"CCSS 7 SP 3 video 1 Mean, Median, Mode",,Robert Wirtz,Not Relevant
7.SP.B.4,"Use measures of center and measures of variability for numerical data from random samples to draw informal comparative inferences about two populations. For example, decide whether the words in a chapter of a seventh-grade science book are generally longer than the words in a chapter of a fourth-grade science book.",https://www.youtube.com/watch?v=-Kwyeaq38mg,#NAME?,2017-01-02T22:22:16.000Z,Comparing Populations Based on Sample Data 1 (7.SP.4),,School 21,Yes
7.SP.B.4,"Use measures of center and measures of variability for numerical data from random samples to draw informal comparative inferences about two populations. For example, decide whether the words in a chapter of a seventh-grade science book are generally longer than the words in a chapter of a fourth-grade science book.",https://www.youtube.com/watch?v=dU-s0GWz2OQ,dU-s0GWz2OQ,2015-01-26T19:31:49.000Z,[7.SP.4-2.0] Comparing Data Sets - Common Core Standard,Discover more Common Core Math at https://www.frontrowed.com Use measures of variability for numerical data from random samples to draw informal ...,Freckle Education,Yes
7.SP.B.4,"Use measures of center and measures of variability for numerical data from random samples to draw informal comparative inferences about two populations. For example, decide whether the words in a chapter of a seventh-grade science book are generally longer than the words in a chapter of a fourth-grade science book.",https://www.youtube.com/watch?v=uhwzHfHcDOQ,uhwzHfHcDOQ,2015-01-26T19:26:40.000Z,[7.SP.4-1.0] Comparing Data Sets - Common Core Standard,Discover more Common Core Math at https://www.frontrowed.com Use measures of center for numerical data from random samples to draw informal ...,Freckle Education,Yes
7.SP.B.4,"Use measures of center and measures of variability for numerical data from random samples to draw informal comparative inferences about two populations. For example, decide whether the words in a chapter of a seventh-grade science book are generally longer than the words in a chapter of a fourth-grade science book.",https://www.youtube.com/watch?v=68BytWd8uD8,68BytWd8uD8,2011-12-16T19:36:41.000Z,Using Measures of Center to Draw Inferences About Two Populations Example 1,Find all our Math Tutorials at http://hoodamath.com/tutorials/,HoodaMathTutorials,Yes
7.SP.B.4,"Use measures of center and measures of variability for numerical data from random samples to draw informal comparative inferences about two populations. For example, decide whether the words in a chapter of a seventh-grade science book are generally longer than the words in a chapter of a fourth-grade science book.",https://www.youtube.com/watch?v=w-I_lAfmRxM,w-I_lAfmRxM,2015-03-03T23:11:49.000Z,Comparing Two Populations,"In this grade 7 statistics lesson, I compare the heights of two groups of basketball players. I compare the means of both sets of data and draw a histogram for ...",Math Mammoth,Yes
7.SP.C.5,"Understand that the probability of a chance event is a number between 0 and 1 that expresses the likelihood of the event occurring. Larger numbers indicate greater likelihood. A probability near 0 indicates an unlikely event, a probability around 1/2 indicates an event that is neither unlikely nor likely, and a probability near 1 indicates a likely event.",https://www.youtube.com/watch?v=t1KXDricV54,t1KXDricV54,2010-11-30T02:56:09.000Z,7.SP.5 / 7.SP.7.a - Understanding Probability,"In this video, Mr. Almeida introduces the concept of probability. If you're new to probability or don't really understand it, this would be a great place to start your ...",MathwithMrAlmeida,Yes
7.SP.C.5,"Understand that the probability of a chance event is a number between 0 and 1 that expresses the likelihood of the event occurring. Larger numbers indicate greater likelihood. A probability near 0 indicates an unlikely event, a probability around 1/2 indicates an event that is neither unlikely nor likely, and a probability near 1 indicates a likely event.",https://www.youtube.com/watch?v=GMiAbQ5yUDA,GMiAbQ5yUDA,2014-03-26T16:29:36.000Z,Probability: Determining Chance,This video is designed to help students gain a basic understanding of probability. This video is aligned with 7th grade CCSS standards. Please check out my ...,theESOLodyssey,Not Relevant
7.SP.C.5,"Understand that the probability of a chance event is a number between 0 and 1 that expresses the likelihood of the event occurring. Larger numbers indicate greater likelihood. A probability near 0 indicates an unlikely event, a probability around 1/2 indicates an event that is neither unlikely nor likely, and a probability near 1 indicates a likely event.",https://www.youtube.com/watch?v=8254mpJprjk,8254mpJprjk,2015-05-24T14:10:25.000Z,CCSS 7 SP 5 video 1 Understanding Probability,,Robert Wirtz,Yes
7.SP.C.5,"Understand that the probability of a chance event is a number between 0 and 1 that expresses the likelihood of the event occurring. Larger numbers indicate greater likelihood. A probability near 0 indicates an unlikely event, a probability around 1/2 indicates an event that is neither unlikely nor likely, and a probability near 1 indicates a likely event.",https://www.youtube.com/watch?v=F2rEhJdN-mk,F2rEhJdN-mk,2015-01-26T19:26:28.000Z,[7.SP.5-1.0] Intro to Probability - Common Core Standard,Discover more Common Core Math at https://www.frontrowed.com Understand that the probability of a chance event is a number between 0 and 1 that ...,Freckle Education,Not Relevant
7.SP.C.5,"Understand that the probability of a chance event is a number between 0 and 1 that expresses the likelihood of the event occurring. Larger numbers indicate greater likelihood. A probability near 0 indicates an unlikely event, a probability around 1/2 indicates an event that is neither unlikely nor likely, and a probability near 1 indicates a likely event.",https://www.youtube.com/watch?v=xPjQixqiRwQ,xPjQixqiRwQ,2015-01-26T19:26:02.000Z,[7.SP.5-1.4] Intro to Probability - Common Core Standard,"Discover more Common Core Math at https://www.frontrowed.com The sum of all possible outcomes is 1 Front Row is a free, adaptive, Common Core aligned ...",Freckle Education,Yes
7.SP.C.6,"Approximate the probability of a chance event by collecting data on the chance process that produces it and observing its long-run relative frequency, and predict the approximate relative frequency given the probability. For example, when rolling a number cube 600 times, predict that a 3 or 6 would be rolled roughly 200 times, but probably not exactly 200 times.",https://www.youtube.com/watch?v=rQ6EwArDtHc,rQ6EwArDtHc,2015-01-26T19:27:19.000Z,[7.SP.6-2.0] Probability of Chance Events - Common Core Standard,"Discover more Common Core Math at https://www.frontrowed.com Predict the approximate relative frequency given the probability Front Row is a free, adaptive, ...",Freckle Education,Yes
7.SP.C.6,"Approximate the probability of a chance event by collecting data on the chance process that produces it and observing its long-run relative frequency, and predict the approximate relative frequency given the probability. For example, when rolling a number cube 600 times, predict that a 3 or 6 would be rolled roughly 200 times, but probably not exactly 200 times.",https://www.youtube.com/watch?v=hUj3o0bsXWo,hUj3o0bsXWo,2015-01-26T19:29:38.000Z,[7.SP.6-1.0] Probability of Chance Events - Common Core Standard,Discover more Common Core Math at https://www.frontrowed.com Approximate the probability of a chance event by collecting data on the chance process that ...,Freckle Education,Yes
7.SP.C.6,"Approximate the probability of a chance event by collecting data on the chance process that produces it and observing its long-run relative frequency, and predict the approximate relative frequency given the probability. For example, when rolling a number cube 600 times, predict that a 3 or 6 would be rolled roughly 200 times, but probably not exactly 200 times.",https://www.youtube.com/watch?v=xihRwuWXmDc,xihRwuWXmDc,2015-01-26T19:25:30.000Z,[7.SP.6-1.2] Probability of Chance Events - Common Core Standard,"Discover more Common Core Math at https://www.frontrowed.com Students will approximate the probability of a chance event Front Row is a free, adaptive, ...",Freckle Education,Yes
7.SP.C.6,"Approximate the probability of a chance event by collecting data on the chance process that produces it and observing its long-run relative frequency, and predict the approximate relative frequency given the probability. For example, when rolling a number cube 600 times, predict that a 3 or 6 would be rolled roughly 200 times, but probably not exactly 200 times.",https://www.youtube.com/watch?v=YN5fu74-pcM,YN5fu74-pcM,2017-10-06T19:35:17.000Z,Approximating the Probability of an Event (7.SP.6),"This video discusses the probability and relative frequency of a given set of trials. For more videos and instructional resources, visit TenMarks.com. TenMarks is ...",TenMarks Amazon,Yes
7.SP.C.6,"Approximate the probability of a chance event by collecting data on the chance process that produces it and observing its long-run relative frequency, and predict the approximate relative frequency given the probability. For example, when rolling a number cube 600 times, predict that a 3 or 6 would be rolled roughly 200 times, but probably not exactly 200 times.",https://www.youtube.com/watch?v=8nC0VnSRYgQ,8nC0VnSRYgQ,2015-01-26T19:27:37.000Z,[7.SP.6-1.3] Probability of Chance Events - Common Core Standard,"Discover more Common Core Math at https://www.frontrowed.com Students will recognize that as the number of trials increase, the experimental probability ...",Freckle Education,Yes
7.SP.C.7.A,"Develop a uniform probability model by assigning equal probability to all outcomes, and use the model to determine probabilities of events. For example, if a student is selected at random from a class, find the probability that Jane will be selected and the probability that a girl will be selected.",https://www.youtube.com/watch?v=OauYLIJB8Mk,OauYLIJB8Mk,2015-01-26T19:25:47.000Z,[7.SP.7a-1.0] Uniform Probability Models - Common Core Standard,Discover more Common Core Math at https://www.frontrowed.com Develop a uniform probability model by assigning equal probability to all outcomes Front Row ...,Freckle Education,Yes
7.SP.C.7.A,"Develop a uniform probability model by assigning equal probability to all outcomes, and use the model to determine probabilities of events. For example, if a student is selected at random from a class, find the probability that Jane will be selected and the probability that a girl will be selected.",https://www.youtube.com/watch?v=ByHwtLjujlE,ByHwtLjujlE,2017-01-02T22:22:16.000Z,Probability Models 1 (7.SP.7),,School 21,Yes
7.SP.C.7.A,"Develop a uniform probability model by assigning equal probability to all outcomes, and use the model to determine probabilities of events. For example, if a student is selected at random from a class, find the probability that Jane will be selected and the probability that a girl will be selected.",https://www.youtube.com/watch?v=snWh8VxaKek,snWh8VxaKek,2017-10-06T19:37:06.000Z,Using Uniform and Non-Uniform Models to Calculate Probability (7.SP.7a),"This lesson explains how to use unitform and non-uniform models to calculate probability. For more videos and instructional resources, visit TenMarks.com.",TenMarks Amazon,Yes
7.SP.C.7.A,"Develop a uniform probability model by assigning equal probability to all outcomes, and use the model to determine probabilities of events. For example, if a student is selected at random from a class, find the probability that Jane will be selected and the probability that a girl will be selected.",https://www.youtube.com/watch?v=8waX7HzUxQQ,8waX7HzUxQQ,2015-01-26T19:30:09.000Z,[7.SP.7a-1.4] Uniform Probability Models - Common Core Standard,"Discover more Common Core Math at https://www.frontrowed.com Students must know how to determine the probability of events as a fraction, decimal, percent, ...",Freckle Education,Yes
7.SP.C.7.A,"Develop a uniform probability model by assigning equal probability to all outcomes, and use the model to determine probabilities of events. For example, if a student is selected at random from a class, find the probability that Jane will be selected and the probability that a girl will be selected.",https://www.youtube.com/watch?v=ibZmnFcLlaA,ibZmnFcLlaA,2015-01-26T19:25:53.000Z,[7.SP.7a-1.5] Uniform Probability Models - Common Core Standard,Discover more Common Core Math at https://www.frontrowed.com Students must make predictions about the outcomes by applying the principles of theoretical ...,Freckle Education,Yes
7.SP.C.7.B,"Develop a probability model (which may not be uniform) by observing frequencies in data generated from a chance process. For example, find the approximate probability that a spinning penny will land heads up or that a tossed paper cup will land open-end down. Do the outcomes for the spinning penny appear to be equally likely based on the observed frequencies?",https://www.youtube.com/watch?v=BWSrU0tv-5A,BWSrU0tv-5A,2015-01-26T19:32:47.000Z,[7.SP.7b-1.0] Developing Probability Models - Common Core Standard,Discover more Common Core Math at https://www.frontrowed.com Develop a probability model (which may not be uniform) by observing frequencies in data ...,Freckle Education,Yes
7.SP.C.7.B,"Develop a probability model (which may not be uniform) by observing frequencies in data generated from a chance process. For example, find the approximate probability that a spinning penny will land heads up or that a tossed paper cup will land open-end down. Do the outcomes for the spinning penny appear to be equally likely based on the observed frequencies?",https://www.youtube.com/watch?v=I6K-7v6DE9E,I6K-7v6DE9E,2015-01-26T19:26:06.000Z,[7.SP.7b-1.2] Developing Probability Models - Common Core Standard,Discover more Common Core Math at https://www.frontrowed.com Students must know how to compare outcomes from theoretical probability to experimental ...,Freckle Education,Yes
7.SP.C.7.B,"Develop a probability model (which may not be uniform) by observing frequencies in data generated from a chance process. For example, find the approximate probability that a spinning penny will land heads up or that a tossed paper cup will land open-end down. Do the outcomes for the spinning penny appear to be equally likely based on the observed frequencies?",https://www.youtube.com/watch?v=JmJAa90B_Qo,JmJAa90B_Qo,2015-01-26T19:30:24.000Z,[7.SP.7b-1.1] Developing Probability Models - Common Core Standard,Discover more Common Core Math at https://www.frontrowed.com Students must know how to compare the predictions to the outcomes of the experiment Front ...,Freckle Education,Yes
7.SP.C.7.B,"Develop a probability model (which may not be uniform) by observing frequencies in data generated from a chance process. For example, find the approximate probability that a spinning penny will land heads up or that a tossed paper cup will land open-end down. Do the outcomes for the spinning penny appear to be equally likely based on the observed frequencies?",https://www.youtube.com/watch?v=LcSnf-GBeKo,LcSnf-GBeKo,2018-03-20T14:04:16.000Z,7 SP 7B Grade 7 CR helper #27 Question #5,,Aimee Yankowski,Not Relevant
7.SP.C.7.B,"Develop a probability model (which may not be uniform) by observing frequencies in data generated from a chance process. For example, find the approximate probability that a spinning penny will land heads up or that a tossed paper cup will land open-end down. Do the outcomes for the spinning penny appear to be equally likely based on the observed frequencies?",https://www.youtube.com/watch?v=NK7GmnT_VQw,NK7GmnT_VQw,2011-12-16T19:38:56.000Z,Develop a Probability Model from Equally likely Events,Find all our Math Tutorials at http://hoodamath.com/tutorials/,HoodaMathTutorials,Not Relevant
7.SP.C.8.A,"Understand that, just as with simple events, the probability of a compound event is the fraction of outcomes in the sample space for which the compound event occurs.",https://www.youtube.com/watch?v=u6NBz5NK7Bg,u6NBz5NK7Bg,2017-10-06T19:39:23.000Z,Understanding Compound Events (7.SP.8a),"This video explains how to identify outcomes of compound events using tree diagrams and tables. For more videos and instructional resources, visit ...",TenMarks Amazon,Yes
7.SP.C.8.A,"Understand that, just as with simple events, the probability of a compound event is the fraction of outcomes in the sample space for which the compound event occurs.",https://www.youtube.com/watch?v=V61XrzryoIM,V61XrzryoIM,2015-01-26T19:29:42.000Z,[7.SP.8a-1.0] Probability of Compound Events - Common Core Standard,Discover more Common Core Math at https://www.frontrowed.com Understand that the probability of a compound event is the fraction of outcomes in the sample ...,Freckle Education,Yes
7.SP.C.8.A,"Understand that, just as with simple events, the probability of a compound event is the fraction of outcomes in the sample space for which the compound event occurs.",https://www.youtube.com/watch?v=ngElbkETkXo,ngElbkETkXo,2015-04-17T14:29:52.000Z,"Probability: Lesson 2 - Sample Space, Events and Compound Events","Probability: Lesson 2 - Sample Space, Events and Compound Events Probability from compound sample space. Lesson 2 - Sample Space, Events and ...",Paar Rabba,Yes
7.SP.C.8.A,"Understand that, just as with simple events, the probability of a compound event is the fraction of outcomes in the sample space for which the compound event occurs.",https://www.youtube.com/watch?v=Qchto7n_A3E,Qchto7n_A3E,2016-07-15T21:30:29.000Z,"Grade 7 Math #12.3a, Calculate experimental probability of compound events","An explanation of compound events, how to calculate experimental probability of compound events, p (event), writing the event as a fraction, decimal or percent.",JoAnn's School,Yes
7.SP.C.8.A,"Understand that, just as with simple events, the probability of a compound event is the fraction of outcomes in the sample space for which the compound event occurs.",https://www.youtube.com/watch?v=DsGHIDHxgF8,DsGHIDHxgF8,2018-05-17T11:32:00.000Z,Probability of Compound Events Spinner Questions,,Philip Kerr,Not Relevant
7.SP.C.8.B,"Represent sample spaces for compound events using methods such as organized lists, tables and tree diagrams. For an event described in everyday language (e.g., ""rolling double sixes""), identify the outcomes in the sample space which compose the event.",https://www.youtube.com/watch?v=ma9HLOl1vuM,ma9HLOl1vuM,2015-01-26T19:25:28.000Z,[7.SP.8b-1.0] Sample Spaces for Compound Events - Common Core Standard,"Discover more Common Core Math at https://www.frontrowed.com Represent sample spaces for compound events using organized lists, tables and tree ...",Freckle Education,Yes
7.SP.C.8.B,"Represent sample spaces for compound events using methods such as organized lists, tables and tree diagrams. For an event described in everyday language (e.g., ""rolling double sixes""), identify the outcomes in the sample space which compose the event.",https://www.youtube.com/watch?v=jtfbQ02Qryw,jtfbQ02Qryw,2010-11-29T01:47:08.000Z,7.SP.8.b - List Possible Outcomes for Compound Events,"If you've ever been at a restaurant and seen choices for an appetizer, main dish and dessert, have you ever wondered what could the outcomes be if you had to ...",MathwithMrAlmeida,Yes
7.SP.C.8.B,"Represent sample spaces for compound events using methods such as organized lists, tables and tree diagrams. For an event described in everyday language (e.g., ""rolling double sixes""), identify the outcomes in the sample space which compose the event.",https://www.youtube.com/watch?v=4fBXIcO0It4,4fBXIcO0It4,2013-09-26T00:21:49.000Z,Compound events example with tree diagram | Precalculus | Khan Academy,Practice this lesson yourself on KhanAcademy.org right now: ...,Khan Academy,Yes
7.SP.C.8.B,"Represent sample spaces for compound events using methods such as organized lists, tables and tree diagrams. For an event described in everyday language (e.g., ""rolling double sixes""), identify the outcomes in the sample space which compose the event.",https://www.youtube.com/watch?v=GHaZYHfxyLs,GHaZYHfxyLs,2015-01-26T19:25:35.000Z,[7.SP.8b-2.0] Sample Spaces for Compound Events - Common Core Standard,"Discover more Common Core Math at https://www.frontrowed.com For an event described in everyday language (e.g., “rolling double sixes”), identify the ...",Freckle Education,Yes
7.SP.C.8.B,"Represent sample spaces for compound events using methods such as organized lists, tables and tree diagrams. For an event described in everyday language (e.g., ""rolling double sixes""), identify the outcomes in the sample space which compose the event.",https://www.youtube.com/watch?v=XCy9TjzIees,XCy9TjzIees,2015-04-17T11:59:23.000Z,Probability from compound sample space,"Probability from compound sample space Compound Sample Spaces. Probability from compound sample space. Lesson 2 - Sample Space, Events and ...",Paar Rabba,Yes
7.SP.C.8.C,"Design and use a simulation to generate frequencies for compound events. For example, use random digits as a simulation tool to approximate the answer to the question: If 40% of donors have type A blood, what is the probability that it will take at least 4 donors to find one with type A blood?",https://www.youtube.com/watch?v=-HyxOjUZ04Q,#NAME?,2011-12-16T19:43:27.000Z,Design and Use a Simulation to Generate Frequencies for Compound Events Example 2,Find all our Math Tutorials at http://hoodamath.com/tutorials/,HoodaMathTutorials,Not Relevant
7.SP.C.8.C,"Design and use a simulation to generate frequencies for compound events. For example, use random digits as a simulation tool to approximate the answer to the question: If 40% of donors have type A blood, what is the probability that it will take at least 4 donors to find one with type A blood?",https://www.youtube.com/watch?v=9M2-OkV9vVc,9M2-OkV9vVc,2011-12-16T19:43:49.000Z,Design and Use a Simulation to Generate Frequencies for Compound Events Example 1,Find all our Math Tutorials at http://hoodamath.com/tutorials/,HoodaMathTutorials,Not Relevant
